customerid,gender,senior_citizen,partner,dependents,tenure_months,tenure,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract,paperless_billing,payment_method,monthly_charges,total_charges,churn_label,churn_value,tenure_group,charges_tier,churn_display
3118-UHVVQ,Female,No,True,False,68,68,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Credit card (automatic),25.8,1911.5,No,0,49-72 mo,Low ($0-35),Not Churned
3205-MXZRA,Male,No,False,False,26,26,True,No,DSL,No,No,No,Yes,Yes,No,One year,False,Credit card (automatic),59.45,1507.0,No,0,25-48 mo,Medium ($35-70),Not Churned
8317-BVKSO,Male,No,False,False,14,14,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,True,Electronic check,20.05,299.3,No,0,13-24 mo,Low ($0-35),Not Churned
5702-KVQRD,Male,No,True,False,71,71,True,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,True,Electronic check,82.55,5832.65,No,0,49-72 mo,High ($70+),Not Churned
0083-PIVIK,Male,No,False,False,64,64,True,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,False,Electronic check,81.25,5567.55,No,0,49-72 mo,High ($70+),Not Churned
6169-PGNCD,Female,No,False,False,57,57,True,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,True,Credit card (automatic),74.3,4166.35,No,0,49-72 mo,High ($70+),Not Churned
4909-JOUPP,Male,Yes,True,False,72,72,True,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,False,Credit card (automatic),109.7,7898.45,No,0,49-72 mo,High ($70+),Not Churned
4657-FWVFY,Female,No,True,True,40,40,True,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,True,Credit card (automatic),96.35,3915.4,No,0,25-48 mo,High ($70+),Not Churned
2257-BOVXD,Male,No,True,False,14,14,True,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,True,Credit card (automatic),66.6,979.5,No,0,13-24 mo,Medium ($35-70),Not Churned
7729-JTEEC,Male,No,True,True,2,2,True,No,DSL,No,No,No,No,No,No,Month-to-month,True,Electronic check,44.5,90.05,No,0,0-6 mo,Medium ($35-70),Not Churned
9696-RMYBA,Male,No,False,False,5,5,True,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,True,Mailed check,80.1,398.55,No,0,0-6 mo,High ($70+),Not Churned
8690-UPCZI,Male,No,True,True,29,29,True,Yes,DSL,Yes,No,No,Yes,Yes,No,One year,False,Bank transfer (automatic),69.05,1958.45,No,0,25-48 mo,Medium ($35-70),Not Churned
9770-LXDBK,Female,No,False,False,3,3,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Mailed check,20.4,63.15,No,0,0-6 mo,Low ($0-35),Not Churned
4086-WITJG,Male,No,True,True,71,71,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Credit card (automatic),19.7,1301.1,No,0,49-72 mo,Low ($0-35),Not Churned
8344-WFMFH,Male,No,False,True,9,9,True,No,DSL,No,Yes,No,No,No,No,Month-to-month,True,Electronic check,50.1,484.05,No,0,7-12 mo,Medium ($35-70),Not Churned
8822-KNBHV,Female,No,False,False,48,48,True,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,True,Credit card (automatic),83.45,3887.85,No,0,25-48 mo,High ($70+),Not Churned
8404-FYDIB,Male,No,False,False,26,26,True,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,True,Credit card (automatic),86.65,2208.75,No,0,25-48 mo,High ($70+),Not Churned
2791-SFVEW,Female,No,False,False,9,9,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Bank transfer (automatic),20.15,238.15,No,0,7-12 mo,Low ($0-35),Not Churned
6762-NSODU,Female,No,True,True,46,46,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Credit card (automatic),19.4,958.15,No,0,25-48 mo,Low ($0-35),Not Churned
9888-ZCUMM,Male,No,True,True,64,64,False,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,True,Bank transfer (automatic),60.05,3845.45,No,0,49-72 mo,Medium ($35-70),Not Churned
1074-WVEVG,Female,No,True,False,59,59,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,False,Mailed check,20.35,1267.0,No,0,49-72 mo,Low ($0-35),Not Churned
9979-RGMZT,Female,No,False,False,7,7,True,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,True,Mailed check,94.05,633.45,No,0,7-12 mo,High ($70+),Not Churned
6437-UDQJM,Female,Yes,True,False,72,72,True,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,True,Credit card (automatic),84.1,6129.65,No,0,49-72 mo,High ($70+),Not Churned
1226-IENZN,Male,Yes,False,False,16,16,True,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,True,Electronic check,78.75,1218.25,No,0,13-24 mo,High ($70+),Not Churned
2108-GLPQB,Male,No,True,False,25,25,True,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,False,Credit card (automatic),55.55,1405.3,No,0,25-48 mo,Medium ($35-70),Not Churned
5474-LAMUQ,Male,No,True,False,24,24,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,False,Mailed check,20.1,533.9,No,0,13-24 mo,Low ($0-35),Not Churned
3468-DRVQJ,Female,No,True,True,10,10,True,Yes,DSL,Yes,Yes,No,No,Yes,No,One year,False,Electronic check,70.3,676.15,No,0,7-12 mo,High ($70+),Not Churned
1122-YJBCS,Male,No,True,False,69,69,True,No,DSL,Yes,Yes,No,No,No,No,One year,True,Credit card (automatic),53.65,3804.4,No,0,49-72 mo,Medium ($35-70),Not Churned
4990-ALDGW,Male,No,False,False,57,57,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Mailed check,20.75,1118.8,No,0,49-72 mo,Low ($0-35),Not Churned
4816-OKWNX,Male,No,True,True,50,50,True,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,True,Bank transfer (automatic),103.4,5236.4,No,0,49-72 mo,High ($70+),Not Churned
3315-IKYZQ,Male,No,True,True,28,28,False,No phone service,DSL,Yes,No,Yes,Yes,Yes,No,One year,False,Mailed check,50.8,1386.8,No,0,25-48 mo,Medium ($35-70),Not Churned
4747-LCAQL,Male,No,False,False,25,25,True,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,True,Mailed check,79.0,1902.0,No,0,25-48 mo,High ($70+),Not Churned
3411-WLRSQ,Female,Yes,True,False,3,3,True,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,True,Bank transfer (automatic),74.6,239.05,No,0,0-6 mo,High ($70+),Not Churned
0898-XCGTF,Male,No,True,False,61,61,True,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,True,Bank transfer (automatic),96.5,5673.7,No,0,49-72 mo,High ($70+),Not Churned
8006-PYCSW,Female,No,False,False,2,2,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Mailed check,20.1,39.8,No,0,0-6 mo,Low ($0-35),Not Churned
8249-THVEC,Male,No,True,True,51,51,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,False,Mailed check,19.4,997.75,No,0,49-72 mo,Low ($0-35),Not Churned
8722-PRFDV,Female,No,True,True,71,71,True,No,DSL,Yes,No,Yes,No,Yes,Yes,Two year,False,Credit card (automatic),77.55,5574.35,No,0,49-72 mo,High ($70+),Not Churned
2164-SOQXL,Female,No,True,True,20,20,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Mailed check,20.05,406.05,No,0,13-24 mo,Low ($0-35),Not Churned
4020-KIUDI,Male,No,True,True,6,6,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Credit card (automatic),19.85,138.85,No,0,0-6 mo,Low ($0-35),Not Churned
5850-BDWCY,Female,No,False,False,6,6,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Mailed check,20.2,123.65,No,0,0-6 mo,Low ($0-35),Not Churned
2038-YSEZE,Female,No,False,False,29,29,True,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,False,Mailed check,67.45,1801.1,No,0,25-48 mo,Medium ($35-70),Not Churned
0827-ITJPH,Male,No,False,False,36,36,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,True,Credit card (automatic),18.55,689.0,No,0,25-48 mo,Low ($0-35),Not Churned
8799-OXZMD,Female,No,False,False,28,28,False,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,True,Mailed check,29.75,790.7,No,0,25-48 mo,Low ($0-35),Not Churned
1705-GUHPV,Female,No,False,False,63,63,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Mailed check,24.2,1618.2,No,0,49-72 mo,Low ($0-35),Not Churned
4779-ZGICK,Male,No,True,True,48,48,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Mailed check,23.55,1173.35,No,0,25-48 mo,Low ($0-35),Not Churned
0048-PIHNL,Female,No,True,False,49,49,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,False,Bank transfer (automatic),20.45,900.9,No,0,49-72 mo,Low ($0-35),Not Churned
3967-KXAPS,Male,No,True,False,72,72,True,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,False,Credit card (automatic),92.3,6719.9,No,0,49-72 mo,High ($70+),Not Churned
3704-IEAXF,Female,No,True,True,72,72,False,No phone service,DSL,No,Yes,No,Yes,Yes,Yes,Two year,False,Credit card (automatic),53.65,3784.0,No,0,49-72 mo,Medium ($35-70),Not Churned
6810-VCAEX,Female,No,False,False,47,47,False,No phone service,DSL,Yes,Yes,No,Yes,No,No,One year,False,Credit card (automatic),39.65,1798.65,No,0,25-48 mo,Medium ($35-70),Not Churned
0674-EYYZV,Female,No,False,False,1,1,True,No,DSL,No,No,No,No,Yes,No,Month-to-month,True,Electronic check,54.65,54.65,No,0,0-6 mo,Medium ($35-70),Not Churned
4480-MBMLB,Female,No,False,False,36,36,True,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,True,Bank transfer (automatic),104.8,3886.45,No,0,25-48 mo,High ($70+),Not Churned
1395-OFUWC,Male,No,True,True,43,43,False,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,False,Credit card (automatic),29.3,1224.05,No,0,25-48 mo,Low ($0-35),Not Churned
0822-QGCXA,Female,Yes,True,False,27,27,True,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,False,Electronic check,83.85,2310.2,No,0,25-48 mo,High ($70+),Not Churned
2832-KJCRD,Female,No,False,False,38,38,True,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,True,Electronic check,103.65,3988.5,No,0,25-48 mo,High ($70+),Not Churned
3588-WSTTJ,Female,Yes,False,False,35,35,True,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,True,Electronic check,99.05,3554.6,No,0,25-48 mo,High ($70+),Not Churned
4075-WKNIU,Female,No,True,True,0,0,True,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Two year,False,Mailed check,73.35,,No,0,0-6 mo,High ($70+),Not Churned
5090-EMGTC,Female,No,True,False,59,59,True,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,True,Mailed check,100.05,6034.85,No,0,49-72 mo,High ($70+),Not Churned
2346-CZYIL,Male,No,False,False,27,27,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Credit card (automatic),20.35,531.6,No,0,25-48 mo,Low ($0-35),Not Churned
3798-EPWRR,Female,Yes,False,False,2,2,True,No,DSL,No,No,No,No,No,No,Month-to-month,False,Electronic check,43.95,85.1,No,0,0-6 mo,Medium ($35-70),Not Churned
6258-NGCNG,Male,No,False,False,7,7,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Mailed check,23.5,173.0,No,0,7-12 mo,Low ($0-35),Not Churned
4186-ZBUEW,Female,No,False,False,36,36,True,Yes,DSL,No,Yes,No,Yes,No,Yes,One year,True,Mailed check,70.7,2511.95,No,0,25-48 mo,High ($70+),Not Churned
5274-XHAKY,Female,No,True,True,41,41,True,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,True,Bank transfer (automatic),94.3,3893.6,No,0,25-48 mo,High ($70+),Not Churned
1442-BQPVU,Female,No,False,False,13,13,False,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,False,Electronic check,29.15,357.15,No,0,13-24 mo,Low ($0-35),Not Churned
3978-YNKDD,Male,No,False,True,19,19,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Credit card (automatic),20.85,467.5,No,0,13-24 mo,Low ($0-35),Not Churned
4940-KHCWD,Female,No,True,False,60,60,False,No phone service,DSL,Yes,Yes,No,Yes,No,No,Two year,False,Bank transfer (automatic),37.7,2288.7,No,0,49-72 mo,Medium ($35-70),Not Churned
9589-ABEPT,Male,No,True,False,69,69,True,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,True,Mailed check,92.45,6460.55,No,0,49-72 mo,High ($70+),Not Churned
9388-ZEYVT,Male,No,False,False,43,43,False,No phone service,DSL,No,No,Yes,Yes,No,Yes,One year,False,Electronic check,44.15,1931.3,No,0,25-48 mo,Medium ($35-70),Not Churned
0305-SQECB,Female,No,False,True,11,11,False,No phone service,DSL,Yes,No,No,Yes,No,No,One year,True,Mailed check,36.05,402.6,No,0,7-12 mo,Medium ($35-70),Not Churned
7605-SNLQG,Female,No,True,False,45,45,True,No,DSL,No,No,Yes,No,No,No,Month-to-month,True,Credit card (automatic),50.25,2221.55,No,0,25-48 mo,Medium ($35-70),Not Churned
4670-TABXH,Male,No,True,False,72,72,True,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,True,Credit card (automatic),109.75,7758.9,No,0,49-72 mo,High ($70+),Not Churned
0064-SUDOG,Female,No,True,True,12,12,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Bank transfer (automatic),20.3,224.5,No,0,7-12 mo,Low ($0-35),Not Churned
8561-NMTBD,Female,No,True,True,67,67,True,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,True,Credit card (automatic),112.35,7388.45,No,0,49-72 mo,High ($70+),Not Churned
5161-XEUVX,Male,No,True,False,37,37,True,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,False,Mailed check,94.3,3460.95,No,0,25-48 mo,High ($70+),Not Churned
8292-FRFZQ,Female,No,False,False,39,39,False,No phone service,DSL,Yes,Yes,No,Yes,No,No,One year,False,Bank transfer (automatic),41.15,1700.9,No,0,25-48 mo,Medium ($35-70),Not Churned
8591-NXRCV,Female,No,False,False,41,41,True,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,True,Bank transfer (automatic),74.65,3090.65,No,0,25-48 mo,High ($70+),Not Churned
7895-VONWT,Female,No,False,False,25,25,False,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,True,Electronic check,48.25,1293.8,No,0,25-48 mo,Medium ($35-70),Not Churned
4526-RMTLL,Male,No,True,True,8,8,True,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Two year,True,Credit card (automatic),76.15,645.8,No,0,7-12 mo,High ($70+),Not Churned
6253-GNHWH,Female,No,True,True,71,71,True,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,False,Mailed check,71.1,5224.95,No,0,49-72 mo,High ($70+),Not Churned
4566-NECEV,Male,No,False,False,5,5,True,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,False,Electronic check,96.55,500.1,No,0,0-6 mo,High ($70+),Not Churned
8080-POTJR,Female,No,False,False,30,30,True,Yes,DSL,Yes,No,Yes,No,Yes,Yes,One year,True,Credit card (automatic),79.3,2427.1,No,0,25-48 mo,High ($70+),Not Churned
6906-MPARY,Male,No,False,False,40,40,True,No,Fiber optic,No,Yes,No,Yes,No,Yes,One year,True,Credit card (automatic),89.6,3488.15,No,0,25-48 mo,High ($70+),Not Churned
3662-FXJFO,Female,No,False,False,54,54,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,True,Mailed check,20.5,1035.7,No,0,49-72 mo,Low ($0-35),Not Churned
8107-RZLNV,Male,No,True,False,72,72,True,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,True,Bank transfer (automatic),106.3,7565.35,No,0,49-72 mo,High ($70+),Not Churned
0516-OOHAR,Male,No,True,True,28,28,True,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,False,Bank transfer (automatic),100.35,2799.0,No,0,25-48 mo,High ($70+),Not Churned
2027-CWDNU,Male,No,True,True,18,18,True,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,True,Electronic check,85.6,1601.5,No,0,13-24 mo,High ($70+),Not Churned
9912-OMZDS,Female,No,True,True,59,59,True,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,True,Electronic check,106.15,6256.2,No,0,49-72 mo,High ($70+),Not Churned
3733-ZEECP,Male,No,True,True,22,22,True,No,DSL,No,No,No,Yes,No,No,Month-to-month,True,Electronic check,51.1,1232.9,No,0,13-24 mo,Medium ($35-70),Not Churned
7878-RTCZG,Female,No,False,False,1,1,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Mailed check,19.9,19.9,No,0,0-6 mo,Low ($0-35),Not Churned
2452-MRMZF,Female,Yes,True,False,72,72,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,True,Credit card (automatic),25.7,1937.4,No,0,49-72 mo,Low ($0-35),Not Churned
7103-IPXPJ,Male,No,True,False,50,50,True,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,False,Electronic check,99.4,5059.75,No,0,49-72 mo,High ($70+),Not Churned
4342-HFXWS,Female,No,True,True,48,48,True,No,DSL,Yes,No,Yes,Yes,Yes,No,One year,False,Bank transfer (automatic),69.7,3023.65,No,0,25-48 mo,Medium ($35-70),Not Churned
3545-CNWRG,Female,No,True,True,49,49,True,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,True,Electronic check,98.35,4889.2,No,0,49-72 mo,High ($70+),Not Churned
1785-BPHTP,Male,No,True,True,28,28,True,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,False,Electronic check,85.45,2289.9,No,0,25-48 mo,High ($70+),Not Churned
4989-LIXVT,Male,Yes,False,False,68,68,True,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,True,Electronic check,95.9,6503.2,No,0,49-72 mo,High ($70+),Not Churned
7315-WYOAW,Male,No,False,False,13,13,True,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,False,Electronic check,100.75,1313.25,No,0,13-24 mo,High ($70+),Not Churned
1173-XZPYF,Female,No,False,False,11,11,True,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,True,Electronic check,89.2,990.3,No,0,7-12 mo,High ($70+),Not Churned
2509-TFPJU,Male,No,True,False,72,72,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Credit card (automatic),25.75,1864.2,No,0,49-72 mo,Low ($0-35),Not Churned
9530-GRMJG,Male,No,True,True,70,70,True,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,True,Electronic check,84.1,5979.7,No,0,49-72 mo,High ($70+),Not Churned
6898-RBTLU,Female,No,True,True,49,49,True,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Two year,False,Bank transfer (automatic),79.3,3902.45,No,0,49-72 mo,High ($70+),Not Churned
5481-NTDOH,Female,Yes,True,False,67,67,True,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,True,Credit card (automatic),107.05,7142.5,No,0,49-72 mo,High ($70+),Not Churned
2068-WWXQZ,Male,No,False,False,46,46,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Bank transfer (automatic),20.05,902.0,No,0,25-48 mo,Low ($0-35),Not Churned
2061-VVFST,Female,No,True,False,37,37,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Bank transfer (automatic),19.5,805.2,No,0,25-48 mo,Low ($0-35),Not Churned
